`20110SB11999INT`	`Legislator`	`SENATE`	`Lowenthal`	`LEAD_AUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 18:32:35	`Y`
`20110SB11999INT`	`Legislator`	`SENATE`	`Liu`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 18:32:35	`N`
`20110AB17999INT`	`Legislator`	`ASSEMBLY`	`Gorell`	`LEAD_AUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 18:55:44	`Y`
`20110AB17999INT`	`Legislator`	`ASSEMBLY`	`Williams`	`LEAD_AUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 18:55:44	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Allen`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Ammiano`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Atkins`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Beall`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Bill Berryhill`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Block`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Blumenfield`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Bonilla`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Bradford`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Brownley`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Buchanan`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Butler`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Charles Calderon`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Campos`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Carter`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Cedillo`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Chesbro`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Conway`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Cook`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Davis`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Dickinson`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Eng`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Feuer`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Fletcher`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Fong`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Furutani`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Galgiani`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Gatto`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
`20110ACR698AMD`	`Legislator`	`ASSEMBLY`	`Gordon`	`COAUTHOR`	NULL	`Y`	`LEG_ESI`	2011-01-24 19:06:45	`N`
