`201120120SB70`	`SFLOOR`	2011-02-14 14:39:00	1003	133766	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:03	`3`	`Senate 3rd Reading`	`<BR>F# 3</BR><BR>Senate 3rd Reading</BR><BR>SB70    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB71`	`SFLOOR`	2011-02-14 14:39:00	1004	133767	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:03	`4`	`Senate 3rd Reading`	`<BR>F# 4</BR><BR>Senate 3rd Reading</BR><BR>SB71    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB72`	`SFLOOR`	2011-02-14 14:39:00	1005	133768	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`5`	`Senate 3rd Reading`	`<BR>F# 5</BR><BR>Senate 3rd Reading</BR><BR>SB72    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB73`	`SFLOOR`	2011-02-14 14:39:00	1006	133769	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`6`	`Senate 3rd Reading`	`<BR>F# 6</BR><BR>Senate 3rd Reading</BR><BR>SB73    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB74`	`SFLOOR`	2011-02-14 14:40:00	1007	133770	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`7`	`Senate 3rd Reading`	`<BR>F# 7</BR><BR>Senate 3rd Reading</BR><BR>SB74    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB75`	`SFLOOR`	2011-02-14 14:40:00	1008	133771	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`8`	`Senate 3rd Reading`	`<BR>F# 8</BR><BR>Senate 3rd Reading</BR><BR>SB75    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB76`	`SFLOOR`	2011-02-14 14:40:00	1009	133772	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`9`	`Senate 3rd Reading`	`<BR>F# 9</BR><BR>Senate 3rd Reading</BR><BR>SB76    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB77`	`SFLOOR`	2011-02-14 14:40:00	1010	133773	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`10`	`Senate 3rd Reading`	`<BR>F# 10</BR><BR>Senate 3rd Reading</BR><BR>SB77    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB78`	`SFLOOR`	2011-02-14 14:40:00	1011	133774	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:04	`11`	`Senate 3rd Reading`	`<BR>F# 11</BR><BR>Senate 3rd Reading</BR><BR>SB78    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB79`	`SFLOOR`	2011-02-14 14:40:00	1012	133775	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`12`	`Senate 3rd Reading`	`<BR>F# 12</BR><BR>Senate 3rd Reading</BR><BR>SB79    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB80`	`SFLOOR`	2011-02-14 14:41:00	1013	133776	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`13`	`Senate 3rd Reading`	`<BR>F# 13</BR><BR>Senate 3rd Reading</BR><BR>SB80    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB81`	`SFLOOR`	2011-02-14 14:41:00	1014	133777	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`14`	`Senate 3rd Reading`	`<BR>F# 14</BR><BR>Senate 3rd Reading</BR><BR>SB81    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB82`	`SFLOOR`	2011-02-14 14:41:00	1015	133778	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`15`	`Senate 3rd Reading`	`<BR>F# 15</BR><BR>Senate 3rd Reading</BR><BR>SB82    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB83`	`SFLOOR`	2011-02-14 14:41:00	1016	133779	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`16`	`Senate 3rd Reading`	`<BR>F# 16</BR><BR>Senate 3rd Reading</BR><BR>SB83    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB84`	`SFLOOR`	2011-02-14 14:41:00	1017	133780	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`17`	`Senate 3rd Reading`	`<BR>F# 17</BR><BR>Senate 3rd Reading</BR><BR>SB84    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB85`	`SFLOOR`	2011-02-14 14:41:00	1018	133781	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:05	`18`	`Senate 3rd Reading`	`<BR>F# 18</BR><BR>Senate 3rd Reading</BR><BR>SB85    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB86`	`SFLOOR`	2011-02-14 14:42:00	1019	133782	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`19`	`Senate 3rd Reading`	`<BR>F# 19</BR><BR>Senate 3rd Reading</BR><BR>SB86    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB87`	`SFLOOR`	2011-02-14 14:42:00	1020	133783	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`20`	`Senate 3rd Reading`	`<BR>F# 20</BR><BR>Senate 3rd Reading</BR><BR>SB87    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
